"UF","Ano","Mes","Qtde_Focos","Canada_Quebec_Dolar","Canada_Quebec_Euro","Switzerland_Dolar","Switzerland_Euro","China_Dolar","China_Euro","Europe_Dolar","Europe_Euro","United_Kingdom_Dolar","United_Kingdom_Euro","South_Korea_Dolar","South_Korea_Euro","New_Zealand_Dolar","New_Zealand_Euro","USA_California_Dolar","USA_California_Euro"
25,2015,11,190,12.73,11.85730253,10.97037815,10.2183105,NA,NA,9.211488,8.58,NA,NA,9.970954177,9.287401432,5.4833202,5.107414493,12.73,11.85730253
26,2015,11,263,12.73,11.85730253,10.97037815,10.2183105,NA,NA,9.211488,8.58,NA,NA,9.970954177,9.287401432,5.4833202,5.107414493,12.73,11.85730253
27,2015,11,118,12.73,11.85730253,10.97037815,10.2183105,NA,NA,9.211488,8.58,NA,NA,9.970954177,9.287401432,5.4833202,5.107414493,12.73,11.85730253
28,2015,11,41,12.73,11.85730253,10.97037815,10.2183105,NA,NA,9.211488,8.58,NA,NA,9.970954177,9.287401432,5.4833202,5.107414493,12.73,11.85730253
29,2015,11,1569,12.73,11.85730253,10.97037815,10.2183105,NA,NA,9.211488,8.58,NA,NA,9.970954177,9.287401432,5.4833202,5.107414493,12.73,11.85730253
31,2015,11,1340,12.73,11.85730253,10.97037815,10.2183105,NA,NA,9.211488,8.58,NA,NA,9.970954177,9.287401432,5.4833202,5.107414493,12.73,11.85730253
32,2015,11,131,12.73,11.85730253,10.97037815,10.2183105,NA,NA,9.211488,8.58,NA,NA,9.970954177,9.287401432,5.4833202,5.107414493,12.73,11.85730253
33,2015,11,3,12.73,11.85730253,10.97037815,10.2183105,NA,NA,9.211488,8.58,NA,NA,9.970954177,9.287401432,5.4833202,5.107414493,12.73,11.85730253
35,2015,11,18,12.73,11.85730253,10.97037815,10.2183105,NA,NA,9.211488,8.58,NA,NA,9.970954177,9.287401432,5.4833202,5.107414493,12.73,11.85730253
41,2015,11,23,12.73,11.85730253,10.97037815,10.2183105,NA,NA,9.211488,8.58,NA,NA,9.970954177,9.287401432,5.4833202,5.107414493,12.73,11.85730253
42,2015,11,8,12.73,11.85730253,10.97037815,10.2183105,NA,NA,9.211488,8.58,NA,NA,9.970954177,9.287401432,5.4833202,5.107414493,12.73,11.85730253
43,2015,11,20,12.73,11.85730253,10.97037815,10.2183105,NA,NA,9.211488,8.58,NA,NA,9.970954177,9.287401432,5.4833202,5.107414493,12.73,11.85730253
50,2015,11,228,12.73,11.85730253,10.97037815,10.2183105,NA,NA,9.211488,8.58,NA,NA,9.970954177,9.287401432,5.4833202,5.107414493,12.73,11.85730253
51,2015,11,1670,12.73,11.85730253,10.97037815,10.2183105,NA,NA,9.211488,8.58,NA,NA,9.970954177,9.287401432,5.4833202,5.107414493,12.73,11.85730253
52,2015,11,490,12.73,11.85730253,10.97037815,10.2183105,NA,NA,9.211488,8.58,NA,NA,9.970954177,9.287401432,5.4833202,5.107414493,12.73,11.85730253
53,2015,11,2,12.73,11.85730253,10.97037815,10.2183105,NA,NA,9.211488,8.58,NA,NA,9.970954177,9.287401432,5.4833202,5.107414493,12.73,11.85730253
11,2015,12,260,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
12,2015,12,8,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
13,2015,12,474,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
14,2015,12,372,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
15,2015,12,6718,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
16,2015,12,327,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
17,2015,12,318,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
21,2015,12,3647,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
22,2015,12,603,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
23,2015,12,965,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
24,2015,12,78,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
25,2015,12,109,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
26,2015,12,159,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
27,2015,12,111,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
28,2015,12,44,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
29,2015,12,1202,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
31,2015,12,248,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
32,2015,12,57,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
33,2015,12,5,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
35,2015,12,40,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
41,2015,12,23,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
42,2015,12,18,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
43,2015,12,35,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
50,2015,12,322,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
51,2015,12,1413,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
52,2015,12,147,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
53,2015,12,0,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
11,2016,1,85,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
12,2016,1,13,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
13,2016,1,654,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
14,2016,1,1958,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
15,2016,1,1479,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
16,2016,1,16,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
17,2016,1,30,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
21,2016,1,395,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
22,2016,1,93,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
23,2016,1,103,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
24,2016,1,13,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
25,2016,1,16,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
26,2016,1,22,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
27,2016,1,22,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
28,2016,1,7,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
29,2016,1,240,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
31,2016,1,37,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
32,2016,1,37,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
33,2016,1,1,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
35,2016,1,56,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
41,2016,1,124,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
42,2016,1,64,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
43,2016,1,60,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
50,2016,1,108,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
51,2016,1,300,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
52,2016,1,27,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
53,2016,1,0,12.73,11.85730253,10.97037815,10.2183105,NA,NA,6.54836895,6.03,NA,NA,10.55001288,9.714873754,6.207211319,5.71584841,12.73,11.85730253
11,2016,2,71,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
12,2016,2,2,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
13,2016,2,252,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
14,2016,2,185,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
15,2016,2,370,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
16,2016,2,1,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
17,2016,2,318,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
21,2016,2,268,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
22,2016,2,83,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
23,2016,2,12,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
24,2016,2,2,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
25,2016,2,3,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
26,2016,2,22,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
27,2016,2,14,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
28,2016,2,15,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
29,2016,2,340,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
31,2016,2,127,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
32,2016,2,19,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
33,2016,2,6,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
35,2016,2,107,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
41,2016,2,20,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
42,2016,2,2,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
43,2016,2,47,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
50,2016,2,119,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
51,2016,2,763,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
52,2016,2,69,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
53,2016,2,1,12.73,11.47575466,10.97037815,10.2183105,NA,NA,5.524290286,4.98,NA,NA,13.10991847,11.81824101,6.3677368,5.740344483,12.73,11.47575466
11,2016,3,30,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
12,2016,3,0,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
13,2016,3,105,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
14,2016,3,1195,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
15,2016,3,53,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
16,2016,3,0,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
17,2016,3,132,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
21,2016,3,70,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
22,2016,3,33,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
23,2016,3,6,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
24,2016,3,2,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
25,2016,3,3,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
26,2016,3,3,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
27,2016,3,10,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
28,2016,3,25,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
29,2016,3,237,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
31,2016,3,91,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
32,2016,3,103,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
33,2016,3,3,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
35,2016,3,65,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
41,2016,3,63,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
42,2016,3,20,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
43,2016,3,33,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
50,2016,3,101,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
51,2016,3,934,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
52,2016,3,107,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
53,2016,3,1,12.73,11.47575466,9.155281536,8.248249079,NA,NA,5.771826667,5.2,NA,NA,15.60715645,14.06092356,7.50740641,6.76363231,12.73,11.47575466
11,2016,4,56,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
12,2016,4,1,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
13,2016,4,13,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
14,2016,4,154,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
15,2016,4,51,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
16,2016,4,0,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
17,2016,4,340,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
21,2016,4,103,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
22,2016,4,31,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
23,2016,4,11,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
24,2016,4,2,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
25,2016,4,1,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
26,2016,4,8,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
27,2016,4,14,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
28,2016,4,13,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
29,2016,4,193,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
31,2016,4,166,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
32,2016,4,49,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
33,2016,4,40,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
35,2016,4,293,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
41,2016,4,162,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
42,2016,4,33,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
43,2016,4,26,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
50,2016,4,141,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
51,2016,4,1351,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
52,2016,4,152,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
53,2016,4,4,12.73,11.47575466,9.155281536,8.248249079,NA,NA,6.984941333,6.16,NA,NA,16.56914128,14.61227882,9.993108201,8.81289385,12.73,11.47575466
11,2016,5,52,12.73,11.25444053,9.155281536,8.248249079,NA,NA,6.888454364,6.09,NA,NA,15.75031075,13.92466109,10.30682359,9.112139294,12.73,11.25444053
12,2016,5,23,12.73,11.25444053,9.155281536,8.248249079,NA,NA,6.888454364,6.09,NA,NA,15.75031075,13.92466109,10.30682359,9.112139294,12.73,11.25444053
13,2016,5,26,12.73,11.25444053,9.155281536,8.248249079,NA,NA,6.888454364,6.09,NA,NA,15.75031075,13.92466109,10.30682359,9.112139294,12.73,11.25444053
14,2016,5,22,12.73,11.25444053,9.155281536,8.248249079,NA,NA,6.888454364,6.09,NA,NA,15.75031075,13.92466109,10.30682359,9.112139294,12.73,11.25444053
15,2016,5,148,12.73,11.25444053,9.155281536,8.248249079,NA,NA,6.888454364,6.09,NA,NA,15.75031075,13.92466109,10.30682359,9.112139294,12.73,11.25444053
16,2016,5,3,12.73,11.25444053,9.155281536,8.248249079,NA,NA,6.888454364,6.09,NA,NA,15.75031075,13.92466109,10.30682359,9.112139294,12.73,11.25444053
17,2016,5,725,12.73,11.25444053,9.155281536,8.248249079,NA,NA,6.888454364,6.09,NA,NA,15.75031075,13.92466109,10.30682359,9.112139294,12.73,11.25444053
