"Ano","CodIbge","Latitude","Longitude","AreaKm2","Desmatada","Incremento","Floresta","Nuvem","NaoObservado","NaoFloresta","Hidrografia","Canada_Quebec_Dolar","Canada_Quebec_Euro","Switzerland_Dolar","Switzerland_Euro","China_Dolar","China_Euro","Europe_Dolar","Europe_Euro","United_Kingdom_Dolar","United_Kingdom_Euro","South_Korea_Dolar","South_Korea_Euro","New_Zealand_Dolar","New_Zealand_Euro","USA_California_Dolar","USA_California_Euro"
2012,1300201,-5.67098,-71.72825,80005,240.6,1.6,77959.3,1104.2,288.5,16.5,395.9,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1300300,-3.83163,-59.45109,7636,1257.2,14.3,4810.9,86.7,1,464.3,1015.9,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1300409,-0.14071,-63.18572,124163,203.8,1.3,96953.2,5401.8,44.2,17060.1,4499.9,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1300508,-3.13292,-57.23915,5760,786.3,2.8,3537.6,70.7,0.7,408.6,956.1,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1300607,-5.49767,-70.32124,9146,188.7,0.3,5528.4,3208.3,15.8,0,204.8,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1300631,-4.54242,-61.73805,17411,213.1,0.9,13656.1,2080.4,2.5,886.1,572.8,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1300680,-3.15669,-57.90464,2588,205.3,0.3,844.5,279.2,0.5,852.8,405.7,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1300706,-8.81858,-68.00168,22595,2171.1,54.9,20239.5,0,2,58.4,124,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1300805,-5.33176,-59.23777,44452,537.6,1.8,41217.8,258.1,13.3,586.5,1838.7,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1300839,-3.0546,-61.93934,9550,241.2,0.4,8408.8,290.2,0.3,181.9,427.6,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1300904,-7.45596,-63.90278,30278,993.1,53.5,27919.3,74.7,5.8,988.3,296.8,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1301001,-5.17242,-67.49476,26469,292.6,0.5,24496.1,1260.1,7.6,12.7,399.9,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1301100,-3.749,-60.14701,6127,1116,1.3,4309.1,303.7,0.6,80.7,316.9,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1301159,-3.30477,-59.55597,2641,531.4,4.8,707.5,65.8,0.5,707.8,628,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1301209,-4.03545,-63.53466,58828,771.9,0.9,52773.5,1695.3,2.4,823.1,2761.8,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1301308,-3.12907,-63.20401,18944,262.7,0.5,16137.3,373.3,0.7,729.2,1440.8,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1301407,-7.04074,-70.12601,15608,376.5,1,14113.9,757.8,6,172.1,181.7,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1301506,-7.61678,-70.19515,7793,267.6,6.9,6601,855.5,6,0.1,62.8,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1301605,-2.54594,-66.9133,12392,100.9,0.2,9079.8,2242.3,2.4,154.1,812.5,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1301654,-7.25158,-72.74345,7984,479.8,5,7284.9,4.3,0.9,206.9,7.2,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1301704,-7.51084,-62.5992,33428,694.4,8.8,28732.4,98,2.7,3116.3,784.2,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1301803,-7.14334,-71.42004,12595,221.8,6.6,11882.1,353.5,0.8,66.6,70.2,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1301852,-3.08591,-60.66479,2229,482.8,1,882.7,426.3,0.5,132.9,303.8,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1301902,-3.13511,-58.81276,8927,1743.6,6.1,4509.8,177,1.7,829.3,1665.6,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1301951,-6.72683,-67.90389,26042,127.6,1.5,25251.2,369.7,1.7,3.3,288.5,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1302009,-2.54458,-58.65656,4245,137.3,0.4,3642.2,137.4,0.1,155.6,172.4,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1302108,-1.38598,-68.79404,57555,58,0.3,37256.1,18635.1,83,2.6,1520.2,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1302207,-3.37471,-66.45025,19849,149.2,0.5,18344.7,469.8,10,142.1,733.2,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1302306,-4.50575,-68.24058,71756,237.9,0.7,54078.6,16171.1,9.3,97.6,1161.5,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1302405,-8.38295,-65.70994,69672,3354.5,85.4,64061.8,7.5,9,1793.3,445.9,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1302504,-3.27671,-60.71178,7381,792.5,1.5,3266.3,1092.8,0.8,805.6,1423,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1302553,-3.73889,-60.65552,4001,494.6,0.1,2974.7,138.2,0.1,106.3,287.1,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1302603,-2.5729,-60.37242,11473,1252.2,3.9,7956.8,712.4,0.8,3,1547.8,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1302702,-6.78709,-61.11001,48689,1679.2,61.3,41531.3,486.8,18.4,4146.5,826.8,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1302801,-2.61234,-64.70305,17221,115.9,0.8,12951.6,1696.9,5.3,604.6,1846.7,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1302900,-5.24148,-58.19462,40090,1327.6,10.6,34891.3,1700.2,3.7,872.3,1294.9,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1303007,-1.08094,-58.4439,14132,481,2.6,9717.7,2479.2,1.8,344.4,1107.9,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1303106,-4.02487,-58.58633,5625,421.3,2.3,4043,448,0.7,281,431,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1303205,-1.51628,-61.51599,38114,118.4,0.4,33746.6,2677.8,0.6,211.9,1358.7,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1303304,-6.83379,-60.23604,41452,933.5,17.9,38011.7,115.4,28.6,1620.2,742.6,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1303403,-2.78735,-56.68566,5958,968.1,1.3,1530.9,44.3,0.3,1133.2,2281.2,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1303502,-7.76452,-68.19675,42877,235.1,9.9,42216.5,137.3,2.6,23.7,261.8,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1303536,-0.65847,-60.17004,25568,735.1,5.5,18196.6,3208.4,5,1.1,3421.8,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1303569,-2.50853,-59.60122,5838,573.5,2.9,4739.2,513.6,1.4,0,10.3,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1303601,-0.25129,-64.98731,64130,216.7,1.6,55638.5,6633.2,62.5,950.8,628.3,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1303700,-3.08079,-69.06723,12737,137.4,0.3,10695,1304.9,58,90.4,451.3,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1303809,0.35952,-68.17017,112476,1202.5,3,81629.3,27318.9,353.3,489.7,1482.3,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1303908,-4.73714,-69.52392,20467,177.7,0.6,14743.8,4870.4,1,86.3,587.8,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1303957,-1.89625,-58.81001,10776,206.3,1,9210,667.7,0.5,65.7,625.8,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1304005,-2.85099,-58.49614,3758,433.4,2.5,2555.8,41.1,0.3,128.7,598.7,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1304062,-4.02878,-69.69786,3343,158.3,0.8,2618.6,489.6,23.2,1.3,52,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1304104,-5.93398,-65.97188,90962,316.9,0.8,86481.2,498.9,2.5,2161.1,1501.4,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1304203,-4.41301,-65.57764,24186,641,3.3,22529.5,119.6,2.3,168.9,724.7,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1304237,-2.57583,-67.47268,6619,83.7,0.2,3599,2551.3,1.9,67.4,315.7,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1304260,-3.20648,-65.43058,10448,246.6,2.1,8891,777.6,0.6,100.4,431.8,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1304302,-1.24938,-58.78714,28012,340.2,0.4,19692.6,6908.6,1.2,423,646.4,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1304401,-2.8349,-57.83095,2915,95.2,0,62.4,67.3,0.1,1689.6,1000.4,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2013,1300029,-3.67425,-65.34586,6027,323.3,0.8,2901.7,2635.9,0.5,38,127.6,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1300060,-3.42104,-68.34925,4903,114.7,0.5,1313.7,3038.2,0.3,222.5,213.6,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1300086,-3.47332,-61.6709,2473,199.2,0.8,1285.9,734.2,0.1,34.6,219,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1300102,-4.15477,-62.08065,5852,81.6,0.8,4204.2,490.5,0.4,640.6,434.7,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1300144,-7.59202,-59.44152,54490,1941.1,86.1,51659.9,43.5,16.3,625,204.2,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1300201,-5.67098,-71.72825,80005,241.6,1.1,72469.7,6627.2,254.1,16.5,395.9,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1300300,-3.83163,-59.45109,7636,1266.3,9.1,2745,2143,1.5,464.3,1015.9,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1300409,-0.14071,-63.18572,124163,204.7,0.9,66972.5,35375.9,49.9,17060.1,4499.9,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1300508,-3.13292,-57.23915,5760,789.3,3,2283.9,1321.1,1,408.6,956.1,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1300607,-5.49767,-70.32124,9146,190.2,1.5,7516.1,1219.2,15.7,0,204.8,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1300631,-4.54242,-61.73805,17411,215.5,2.4,15572.8,161,2.8,886.1,572.8,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1300680,-3.15669,-57.90464,2588,206,0.7,778.9,344.2,0.4,852.8,405.7,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1300706,-8.81858,-68.00168,22595,2206.4,35.3,20195.1,9.4,1.7,58.4,124,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1300805,-5.33176,-59.23777,44452,540,2.5,34833.9,6638.3,14.6,586.5,1838.7,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1300839,-3.0546,-61.93934,9550,241.6,0.4,4180.7,4517.7,0.5,181.9,427.6,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1300904,-7.45596,-63.90278,30278,1022.3,29.2,27964.7,0,5.9,988.3,296.8,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1301001,-5.17242,-67.49476,26469,293.6,0.9,24242.5,1512.3,8,12.7,399.9,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1301100,-3.749,-60.14701,6127,1119.8,3.8,3727.7,880.8,1.1,80.7,316.9,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1301159,-3.30477,-59.55597,2641,534.2,2.8,645,125.2,0.8,707.8,628,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1301209,-4.03545,-63.53466,58828,776,4.1,50027.9,4436.4,2.8,823.1,2761.8,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1301308,-3.12907,-63.20401,18944,263.8,1.1,12536.9,3972.6,0.7,729.2,1440.8,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1301407,-7.04074,-70.12601,15608,378,1.5,11151.7,3718.1,6.4,172.1,181.7,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1301506,-7.61678,-70.19515,7793,273,5.4,6284.3,1166.9,5.9,0.1,62.8,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1301605,-2.54594,-66.9133,12392,101.1,0.2,4926.8,6394.8,2.7,154.1,812.5,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1301654,-7.25158,-72.74345,7984,483,3.2,7053.4,232.8,0.7,206.9,7.2,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1301704,-7.51084,-62.5992,33428,705,10.7,28819.8,0,2.7,3116.3,784.2,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1301803,-7.14334,-71.42004,12595,228.7,6.9,12221.3,7.3,0.9,66.6,70.2,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1301852,-3.08591,-60.66479,2229,485,2.1,1162.1,144.6,0.6,132.9,303.8,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1301902,-3.13511,-58.81276,8927,1747.7,4.1,3630.9,1051.6,1.9,829.3,1665.6,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1301951,-6.72683,-67.90389,26042,129.1,1.6,18203.4,7415.9,1.8,3.3,288.5,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1302009,-2.54458,-58.65656,4245,138.5,1.3,2628.3,1150,0.2,155.6,172.4,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1302108,-1.38598,-68.79404,57555,58.5,0.5,32981.9,22925.6,66.2,2.6,1520.2,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1302207,-3.37471,-66.45025,19849,149.7,0.4,11548.1,7265,10.9,142.1,733.2,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1302306,-4.50575,-68.24058,71756,239.4,1.5,55874.1,14373.5,9.9,97.6,1161.5,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1302405,-8.38295,-65.70994,69672,3480.6,126.2,63488.9,453.8,9.5,1793.3,445.9,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1302504,-3.27671,-60.71178,7381,794.3,1.8,3970.2,386.8,1.1,805.6,1423,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1302553,-3.73889,-60.65552,4001,495.3,0.7,2895,216.8,0.5,106.3,287.1,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1302603,-2.5729,-60.37242,11473,1254.5,2.3,8627.8,39.1,0.8,3,1547.8,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1302702,-6.78709,-61.11001,48689,1722.2,43,41944.5,30.7,18.3,4146.5,826.8,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1302801,-2.61234,-64.70305,17221,117.1,1.2,10215.2,4431.8,5.6,604.6,1846.7,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1302900,-5.24148,-58.19462,40090,1343.3,15.7,34935.3,1640.8,3.4,872.3,1294.9,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1303007,-1.08094,-58.4439,14132,483.6,2.6,9984.8,2209.6,1.7,344.4,1107.9,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1303106,-4.02487,-58.58633,5625,422.1,0.8,2071,2418.8,1.1,281,431,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1303205,-1.51628,-61.51599,38114,119,0.6,17999.3,18424.4,0.7,211.9,1358.7,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1303304,-6.83379,-60.23604,41452,976,42.5,37281.7,803.1,28.4,1620.2,742.6,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1303403,-2.78735,-56.68566,5958,971.9,3.7,970.3,600.7,0.7,1133.2,2281.2,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1303502,-7.76452,-68.19675,42877,239.7,4.6,39980.1,2369,2.7,23.7,261.8,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1303536,-0.65847,-60.17004,25568,739.2,4.1,17591.2,3809.6,5.1,1.1,3421.8,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1303569,-2.50853,-59.60122,5838,574.1,0.6,4929.4,322.8,1.4,0,10.3,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1303601,-0.25129,-64.98731,64130,216.8,0.2,36557.3,25708.1,68.7,950.8,628.3,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1303700,-3.08079,-69.06723,12737,137.6,0.2,4046,7962.6,49.1,90.4,451.3,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1303809,0.35952,-68.17017,112476,1203.8,1.4,40545.7,68394.9,359.6,489.7,1482.3,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1303908,-4.73714,-69.52392,20467,178.7,1,13980.9,5631.9,1.4,86.3,587.8,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1303957,-1.89625,-58.81001,10776,210.3,4,7006.9,2866.6,0.7,65.7,625.8,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1304005,-2.85099,-58.49614,3758,434.2,0.8,1840,755.9,0.5,128.7,598.7,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1304062,-4.02878,-69.69786,3343,158.6,0.3,687.3,2423.6,20.2,1.3,52,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1304104,-5.93398,-65.97188,90962,320.3,3.4,83192.9,3783,3.3,2161.1,1501.4,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1304203,-4.41301,-65.57764,24186,642.9,1.9,14723.7,7922.4,3.4,168.9,724.7,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1304237,-2.57583,-67.47268,6619,83.8,0.1,1502.6,4647.4,2.1,67.4,315.7,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1304260,-3.20648,-65.43058,10448,247.2,0.6,3118.4,6549.4,0.8,100.4,431.8,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
2013,1304302,-1.24938,-58.78714,28012,342.5,2.3,20384.4,6214.7,1,423,646.4,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
