"UF","Ano","Abrangencia","CO2e","CO2","CH4","N2O","Canada_Quebec_Dolar","Canada_Quebec_Euro","Switzerland_Dolar","Switzerland_Euro","China_Dolar","China_Euro","Europe_Dolar","Europe_Euro","United_Kingdom_Dolar","United_Kingdom_Euro","South_Korea_Dolar","South_Korea_Euro","New_Zealand_Dolar","New_Zealand_Euro","USA_California_Dolar","USA_California_Euro"
21,2013,6,1754,150,71.3,0.34,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
22,2013,1,31887,25756,207.9,5.45,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
22,2013,2,4404,381,132.2,4.02,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
22,2013,3,2828,2678,3.8,0.23,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
22,2013,4,23300,22321,31.3,1.04,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
22,2013,5,376,301,NA,NA,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
22,2013,6,980,75,40.6,0.16,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
23,2013,1,23366,14676,315.1,6.02,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
23,2013,2,6007,279,200.2,4.91,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
23,2013,3,10191,9785,11,0.56,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
23,2013,4,3319,3201,3.9,0.12,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
23,2013,5,1476,1269,0,0,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
23,2013,6,2374,142,99.9,0.43,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
24,2013,1,9920,6532,121.7,2.43,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
24,2013,2,2059,63,66.9,1.91,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
24,2013,3,4881,4599,8.7,0.32,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
24,2013,4,1195,1156,1.3,0.04,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
24,2013,5,762,683,NA,NA,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
24,2013,6,1022,32,44.8,0.16,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
25,2013,1,10292,6556,134.1,2.67,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
25,2013,2,2291,70,73.5,2.19,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
25,2013,3,4859,4657,5.4,0.29,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
25,2013,4,871,841,1,0.03,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
25,2013,5,1044,952,NA,NA,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
25,2013,6,1227,36,54.2,0.17,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
26,2013,1,24591,16639,272.5,6.49,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
26,2013,2,4755,26,148.4,5.2,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
26,2013,3,14545,14012,13.3,0.82,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
26,2013,4,1547,1493,1.8,0.05,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
26,2013,5,1240,1023,0,0,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
26,2013,6,2505,85,109,0.42,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
27,2013,1,8376,4308,133.9,3.8,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
27,2013,2,2790,22,82.9,3.31,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
27,2013,3,3791,3587,5.1,0.31,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
27,2013,4,247,236,0.3,0.01,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
27,2013,5,491,413,0,NA,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
27,2013,6,1057,50,45.6,0.16,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
28,2013,1,8461,5184,109.6,2.98,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
28,2013,2,2571,92,80,2.57,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
28,2013,3,3784,3559,6.3,0.3,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
28,2013,4,213,206,0.2,0.01,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
28,2013,5,1357,1305,NA,NA,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
28,2013,6,536,21,23.1,0.1,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
29,2013,1,86497,57575,958.7,27.2,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
29,2013,2,22688,539,710.4,23.33,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
29,2013,3,28878,27741,27.4,1.82,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
29,2013,4,26702,25400,41.7,1.37,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
29,2013,5,4208,3759,4.5,0,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
29,2013,6,4020,137,174.7,0.69,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
31,2013,1,155093,92523,1973.3,66.37,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
31,2013,2,54462,2482,1586.5,60.2,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
31,2013,3,40852,39057,35.8,3.37,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
31,2013,4,29907,28428,47.2,1.57,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
31,2013,5,23549,22481,18.9,0.37,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
31,2013,6,6322,75,284.9,0.85,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
32,2013,1,29061,21770,232,7.51,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
32,2013,2,5018,68,146.6,6.03,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
32,2013,3,17760,16753,29.1,1.27,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
32,2013,4,-2547,-2536,-0.4,-0.01,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
32,2013,5,7615,7457,2.5,0.05,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
32,2013,6,1216,27,54.2,0.17,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
33,2013,1,97679,82438,579.5,8.67,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
33,2013,2,4855,38,155.2,5.02,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
33,2013,3,69370,65915,120.3,3,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
33,2013,4,-303,-312,0.3,0.01,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
33,2013,5,17223,16789,2.2,0,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
33,2013,6,6534,8,301.3,0.64,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
35,2013,1,158353,108441,1410,61.43,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
35,2013,2,32382,2306,681.3,50.87,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
35,2013,3,98160,93823,92.3,7.73,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
35,2013,4,-4207,-4572,11.6,0.39,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
35,2013,5,18402,16842,2.6,0.8,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
35,2013,6,13616,41,622.3,1.64,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
41,2013,1,60578,28258,875.8,44.1,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
41,2013,2,28886,2051,670.4,41.15,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
41,2013,3,25681,24467,25.9,2.16,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
41,2013,4,-1453,-1773,10.5,0.32,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
41,2013,5,3737,3478,0,0,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
41,2013,6,3728,36,168.9,0.47,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
42,2013,1,30854,14559,528.8,16.24,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
42,2013,2,12837,540,370.4,14.57,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
42,2013,3,16512,14685,68.5,1.25,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
42,2013,4,-1774,-1905,4.3,0.13,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
42,2013,5,1382,1225,NA,NA,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
42,2013,6,1897,14,85.5,0.28,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
43,2013,1,78130,32106,1502.5,45.83,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
43,2013,2,42827,2030,1315.1,42.52,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
43,2013,3,21641,20221,30.7,2.5,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
43,2013,4,5806,5504,9.4,0.33,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
43,2013,5,4650,4315,3.4,0,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
43,2013,6,3206,36,143.9,0.48,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
50,2013,1,66980,25649,1401.3,38.2,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
50,2013,2,40458,1513,1317.6,36.38,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
50,2013,3,9101,8726,6.6,0.76,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
50,2013,4,15669,14844,25.5,0.93,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
50,2013,5,648,561,1,0.02,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
50,2013,6,1104,6,50.6,0.12,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
51,2013,1,186888,124162,1997.1,66.81,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
51,2013,2,59209,3540,1761.3,60.26,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
51,2013,3,9109,8730,7.1,0.74,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
51,2013,4,116650,111166,177.6,5.66,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
51,2013,5,774,699,NA,NA,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
51,2013,6,1145,27,51.1,0.15,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
52,2013,1,102320,54130,1567.1,48.8,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
52,2013,2,44802,1518,1392.3,45.31,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
52,2013,3,15300,14543,14.9,1.43,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
52,2013,4,38688,37019,53.1,1.79,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
52,2013,5,1193,1041,0,NA,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
52,2013,6,2337,9,106.8,0.28,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
53,2013,1,7973,5977,75.4,1.12,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
53,2013,2,526,42,13.2,0.67,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
53,2013,3,4423,4250,3.6,0.32,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
53,2013,4,110,95,0.5,0.02,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
53,2013,5,1655,1589,NA,NA,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
53,2013,6,1259,1,58.2,0.12,10.10419065,7.373384114,NA,NA,NA,NA,6.7284676,4.91,NA,NA,NA,NA,2.591952604,1.891439187,11.48,8.508175373
11,2014,1,52616,29017,855.2,18.05,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
11,2014,2,21331,156,770.6,16.1,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
11,2014,3,3528,3399,2.6,0.24,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
11,2014,4,26822,25187,53.9,1.62,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
11,2014,5,309,263,NA,NA,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
11,2014,6,627,12,28.1,0.08,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
12,2014,1,18107,12318,209.9,4.39,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
12,2014,2,4623,33,168.7,3.38,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
12,2014,3,917,880,0.9,0.05,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
12,2014,4,12305,11383,30.4,0.92,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
12,2014,5,34,13,NA,NA,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
12,2014,6,228,8,9.9,0.04,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
13,2014,1,-83521,-88983,185.6,4.72,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
13,2014,2,2705,36,91.9,2.39,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
13,2014,3,17550,17043,11.5,0.86,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
13,2014,4,-105227,-106531,43,1.29,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
13,2014,5,538,437,NA,NA,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
13,2014,6,913,33,39.2,0.18,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
14,2014,1,-1631,-3932,81.9,1.83,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
14,2014,2,1405,17,49.6,1.12,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
14,2014,3,764,739,0.6,0.04,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
14,2014,4,-4049,-4703,21.6,0.65,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
14,2014,5,23,10,NA,NA,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
14,2014,6,226,4,10.2,0.02,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
15,2014,1,87934,44984,1516,34.91,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
15,2014,2,34973,341,1232.2,28.25,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
15,2014,3,16623,16147,10.3,0.84,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
15,2014,4,31794,26370,178.8,5.38,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
15,2014,5,2385,2032,2.2,0.04,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
15,2014,6,2160,94,92.5,0.4,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
16,2014,1,-8283,-9463,40.9,0.97,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
16,2014,2,840,12,28.2,0.76,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
16,2014,3,1848,1807,0.9,0.07,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
16,2014,4,-11187,-11297,3.6,0.11,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
16,2014,5,32,12,NA,NA,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
16,2014,6,184,2,8.2,0.03,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
17,2014,1,51305,34187,595.9,14.72,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
17,2014,2,15441,649,518.1,12.62,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
17,2014,3,3339,3200,2.6,0.28,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
17,2014,4,31723,30094,51.6,1.76,12.1,9.701576306,20.73386358,16.62406278,NA,NA,8.87856,7.2,NA,NA,NA,NA,4.968944099,4.029527031,12.1,9.701576306
